"duid","emrikandidatit","data","nrLike","nrReaction","nrKomente","nrShare","nrPosteve"
"","UniversitetiUBT","2017-06-04","0","0","0","0","0"
"","KolegjiUniversi","2017-06-04","0","0","0","0","0"
"","universumcollege","2017-06-04","0","0","0","0","0"
"","Ibcmitrovica","2017-06-04","0","0","0","0","0"
"","AAB.edu","2017-06-03","516","524","2","30","6"
"","kugjilani","2017-06-03","16","16","0","0","2"
"","UniversitetiPrishtines","2017-06-03","216","219","3","9","3"
"","UGJFA","2017-06-03","0","0","0","0","0"
"","366223313437608","2017-06-03","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-03","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-03","0","0","0","0","0"
"","akademia.evolucion","2017-06-03","0","0","0","0","0"
"","RITinKosovo","2017-06-03","0","0","0","0","0"
"","kolegjibiznesi","2017-06-03","0","0","0","0","0"
"","kolegjidardania","2017-06-03","0","0","0","0","0"
"","www.kolegjifama.eu","2017-06-03","0","0","0","0","0"
"","KolegjiGlobus","2017-06-03","0","0","0","0","0"
"","universitetiiliria","2017-06-03","0","0","0","0","0"
"","kolegji.ispe","2017-06-03","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-06-03","0","0","0","0","0"
"","RiinvestCollege","2017-06-03","0","0","0","0","0"
"","www.tempulli.org","2017-06-03","0","0","0","0","0"
"","UniversitetiUBT","2017-06-03","0","0","0","0","0"
"","KolegjiUniversi","2017-06-03","0","0","0","0","0"
"","universumcollege","2017-06-03","0","0","0","0","0"
"","Ibcmitrovica","2017-06-03","0","0","0","0","0"
"","AAB.edu","2017-06-02","158","158","34","48","2"
"","Ibcmitrovica","2017-06-02","36","38","2","0","2"
"","KolegjiGlobus","2017-06-02","48","48","0","0","4"
"","KolegjiUniversi","2017-06-02","122","122","0","12","4"
"","RiinvestCollege","2017-06-02","86","86","0","0","4"
"","RITinKosovo","2017-06-02","72","72","2","2","4"
"","UniversitetiPrishtines","2017-06-02","2535","2556","90","36","27"
"","UniversitetiUBT","2017-06-02","214","216","6","4","4"
"","universumcollege","2017-06-02","38","38","0","0","2"
"","UGJFA","2017-06-02","0","0","0","0","0"
"","366223313437608","2017-06-02","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-02","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-02","0","0","0","0","0"
"","akademia.evolucion","2017-06-02","0","0","0","0","0"
"","kolegjibiznesi","2017-06-02","0","0","0","0","0"
"","kolegjidardania","2017-06-02","0","0","0","0","0"
"","www.kolegjifama.eu","2017-06-02","0","0","0","0","0"
"","kugjilani","2017-06-02","0","0","0","0","0"
"","universitetiiliria","2017-06-02","0","0","0","0","0"
"","kolegji.ispe","2017-06-02","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-06-02","0","0","0","0","0"
"","www.tempulli.org","2017-06-02","0","0","0","0","0"
"","AAB.edu","2017-06-01","1680","1692","8","102","6"
"","kolegji.ispe","2017-06-01","226","226","0","8","2"
"","KolegjiPjeterBudi","2017-06-01","32","32","2","0","4"
"","universitetiiliria","2017-06-01","180","180","0","18","4"
"","UniversitetiPrishtines","2017-06-01","30","30","0","0","3"
"","UniversitetiUBT","2017-06-01","78","78","0","2","4"
"","www.kolegjifama.eu","2017-06-01","14","14","4","0","2"
"","UGJFA","2017-06-01","0","0","0","0","0"
"","366223313437608","2017-06-01","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-01","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-01","0","0","0","0","0"
"","akademia.evolucion","2017-06-01","0","0","0","0","0"
"","RITinKosovo","2017-06-01","0","0","0","0","0"
"","kolegjibiznesi","2017-06-01","0","0","0","0","0"
"","kolegjidardania","2017-06-01","0","0","0","0","0"
"","kugjilani","2017-06-01","0","0","0","0","0"
"","KolegjiGlobus","2017-06-01","0","0","0","0","0"
"","RiinvestCollege","2017-06-01","0","0","0","0","0"
"","www.tempulli.org","2017-06-01","0","0","0","0","0"
"","KolegjiUniversi","2017-06-01","0","0","0","0","0"
"","universumcollege","2017-06-01","0","0","0","0","0"
"","Ibcmitrovica","2017-06-01","0","0","0","0","0"
"","AAB.edu","2017-05-31","160","164","0","4","2"
"","kolegji.ispe","2017-05-31","24","24","0","2","2"
"","UniversitetiPrishtines","2017-05-31","105","105","0","3","3"
"","UniversitetiUBT","2017-05-31","264","264","2","2","8"
"","universumcollege","2017-05-31","308","308","0","4","6"
"","www.kolegjifama.eu","2017-05-31","524","532","8","22","8"
"","UGJFA","2017-05-31","0","0","0","0","0"
"","366223313437608","2017-05-31","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-31","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-31","0","0","0","0","0"
"","akademia.evolucion","2017-05-31","0","0","0","0","0"
"","RITinKosovo","2017-05-31","0","0","0","0","0"
"","kolegjibiznesi","2017-05-31","0","0","0","0","0"
"","kolegjidardania","2017-05-31","0","0","0","0","0"
"","kugjilani","2017-05-31","0","0","0","0","0"
"","KolegjiGlobus","2017-05-31","0","0","0","0","0"
"","universitetiiliria","2017-05-31","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-05-31","0","0","0","0","0"
"","RiinvestCollege","2017-05-31","0","0","0","0","0"
"","www.tempulli.org","2017-05-31","0","0","0","0","0"
"","KolegjiUniversi","2017-05-31","0","0","0","0","0"
"","Ibcmitrovica","2017-05-31","0","0","0","0","0"
"","Ibcmitrovica","2017-05-30","26","26","0","0","2"
"","kolegji.ispe","2017-05-30","304","304","102","66","2"
"","KolegjiPjeterBudi","2017-05-30","34","34","0","0","2"
"","RITinKosovo","2017-05-30","56","56","0","0","2"
"","UniversitetiUBT","2017-05-30","376","376","14","22","6"
"","universumcollege","2017-05-30","86","88","10","0","2"
"","www.kolegjifama.eu","2017-05-30","220","220","0","20","2"
"","UniversitetiPrishtines","2017-05-30","0","0","0","0","0"
"","UGJFA","2017-05-30","0","0","0","0","0"
"","366223313437608","2017-05-30","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-30","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-30","0","0","0","0","0"
"","akademia.evolucion","2017-05-30","0","0","0","0","0"
"","AAB.edu","2017-05-30","0","0","0","0","0"
"","kolegjibiznesi","2017-05-30","0","0","0","0","0"
"","kolegjidardania","2017-05-30","0","0","0","0","0"
"","kugjilani","2017-05-30","0","0","0","0","0"
"","KolegjiGlobus","2017-05-30","0","0","0","0","0"
"","universitetiiliria","2017-05-30","0","0","0","0","0"
"","RiinvestCollege","2017-05-30","0","0","0","0","0"
"","www.tempulli.org","2017-05-30","0","0","0","0","0"
"","KolegjiUniversi","2017-05-30","0","0","0","0","0"
"","AAB.edu","2017-05-29","304","310","16","22","2"
"","Ibcmitrovica","2017-05-29","32","40","0","2","2"
"","KolegjiPjeterBudi","2017-05-29","92","92","0","4","6"
"","RiinvestCollege","2017-05-29","200","200","22","8","4"
"","universitetiiliria","2017-05-29","544","550","8","4","4"
"","UniversitetiPrishtines","2017-05-29","492","492","30","24","15"
"","UniversitetiUBT","2017-05-29","352","354","16","36","8"
"","universumcollege","2017-05-29","336","336","4","4","6"
"","UGJFA","2017-05-29","0","0","0","0","0"
"","366223313437608","2017-05-29","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-29","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-29","0","0","0","0","0"
"","akademia.evolucion","2017-05-29","0","0","0","0","0"
"","RITinKosovo","2017-05-29","0","0","0","0","0"
"","kolegjibiznesi","2017-05-29","0","0","0","0","0"
"","kolegjidardania","2017-05-29","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-29","0","0","0","0","0"
"","kugjilani","2017-05-29","0","0","0","0","0"
"","KolegjiGlobus","2017-05-29","0","0","0","0","0"
"","kolegji.ispe","2017-05-29","0","0","0","0","0"
"","www.tempulli.org","2017-05-29","0","0","0","0","0"
"","KolegjiUniversi","2017-05-29","0","0","0","0","0"
"","universitetiiliria","2017-05-28","586","586","6","18","2"
"","UniversitetiUBT","2017-05-28","54","54","0","2","2"
"","UniversitetiPrishtines","2017-05-28","0","0","0","0","0"
"","UGJFA","2017-05-28","0","0","0","0","0"
"","366223313437608","2017-05-28","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-28","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-28","0","0","0","0","0"
"","akademia.evolucion","2017-05-28","0","0","0","0","0"
"","AAB.edu","2017-05-28","0","0","0","0","0"
"","RITinKosovo","2017-05-28","0","0","0","0","0"
"","kolegjibiznesi","2017-05-28","0","0","0","0","0"
"","kolegjidardania","2017-05-28","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-28","0","0","0","0","0"
"","kugjilani","2017-05-28","0","0","0","0","0"
"","KolegjiGlobus","2017-05-28","0","0","0","0","0"
"","kolegji.ispe","2017-05-28","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-05-28","0","0","0","0","0"
"","RiinvestCollege","2017-05-28","0","0","0","0","0"
"","www.tempulli.org","2017-05-28","0","0","0","0","0"
"","KolegjiUniversi","2017-05-28","0","0","0","0","0"
"","universumcollege","2017-05-28","0","0","0","0","0"
"","Ibcmitrovica","2017-05-28","0","0","0","0","0"
"","RiinvestCollege","2017-05-27","172","178","0","18","4"
"","universumcollege","2017-05-27","324","324","56","14","2"
"","UniversitetiPrishtines","2017-05-27","0","0","0","0","0"
"","UGJFA","2017-05-27","0","0","0","0","0"
"","366223313437608","2017-05-27","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-27","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-27","0","0","0","0","0"
"","akademia.evolucion","2017-05-27","0","0","0","0","0"
"","AAB.edu","2017-05-27","0","0","0","0","0"
"","RITinKosovo","2017-05-27","0","0","0","0","0"
"","kolegjibiznesi","2017-05-27","0","0","0","0","0"
"","kolegjidardania","2017-05-27","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-27","0","0","0","0","0"
"","kugjilani","2017-05-27","0","0","0","0","0"
"","KolegjiGlobus","2017-05-27","0","0","0","0","0"
"","universitetiiliria","2017-05-27","0","0","0","0","0"
"","kolegji.ispe","2017-05-27","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-05-27","0","0","0","0","0"
"","www.tempulli.org","2017-05-27","0","0","0","0","0"
"","UniversitetiUBT","2017-05-27","0","0","0","0","0"
"","KolegjiUniversi","2017-05-27","0","0","0","0","0"
"","Ibcmitrovica","2017-05-27","0","0","0","0","0"
"","366223313437608","2017-05-26","68","68","0","2","2"
"","AAB.edu","2017-05-26","344","346","14","2","6"
"","Ibcmitrovica","2017-05-26","94","96","0","0","2"
"","KolegjiPjeterBudi","2017-05-26","78","78","0","0","2"
"","kugjilani","2017-05-26","8","8","0","0","2"
"","RiinvestCollege","2017-05-26","836","850","4","10","8"
"","UGJFA","2017-05-26","46","46","0","0","2"
"","universitetiiliria","2017-05-26","104","104","0","0","2"
"","UniversitetiPrishtines","2017-05-26","1497","1500","18","18","6"
"","UniversitetiUBT","2017-05-26","240","242","4","18","10"
"","universumcollege","2017-05-26","158","158","42","16","2"
"","www.tempulli.org","2017-05-26","28","28","0","0","2"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-26","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-26","0","0","0","0","0"
"","akademia.evolucion","2017-05-26","0","0","0","0","0"
"","RITinKosovo","2017-05-26","0","0","0","0","0"
"","kolegjibiznesi","2017-05-26","0","0","0","0","0"
"","kolegjidardania","2017-05-26","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-26","0","0","0","0","0"
"","KolegjiGlobus","2017-05-26","0","0","0","0","0"
"","kolegji.ispe","2017-05-26","0","0","0","0","0"
"","KolegjiUniversi","2017-05-26","0","0","0","0","0"
"","366223313437608","2017-05-25","170","170","0","6","8"
"","AAB.edu","2017-05-25","560","566","16","28","2"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-25","80","80","0","0","2"
"","Ibcmitrovica","2017-05-25","80","86","0","16","2"
"","kolegji.ispe","2017-05-25","150","154","0","38","2"
"","KolegjiPjeterBudi","2017-05-25","152","152","24","34","2"
"","kugjilani","2017-05-25","16","16","2","0","2"
"","RITinKosovo","2017-05-25","88","90","0","6","2"
"","UniversitetiPrishtines","2017-05-25","237","237","3","12","6"
"","UniversitetiUBT","2017-05-25","226","228","0","10","6"
"","UGJFA","2017-05-25","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-25","0","0","0","0","0"
"","akademia.evolucion","2017-05-25","0","0","0","0","0"
"","kolegjibiznesi","2017-05-25","0","0","0","0","0"
"","kolegjidardania","2017-05-25","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-25","0","0","0","0","0"
"","KolegjiGlobus","2017-05-25","0","0","0","0","0"
"","universitetiiliria","2017-05-25","0","0","0","0","0"
"","RiinvestCollege","2017-05-25","0","0","0","0","0"
"","www.tempulli.org","2017-05-25","0","0","0","0","0"
"","KolegjiUniversi","2017-05-25","0","0","0","0","0"
"","universumcollege","2017-05-25","0","0","0","0","0"
"","AAB.edu","2017-05-24","236","236","0","12","4"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-24","88","88","0","0","2"
"","kolegjibiznesi","2017-05-24","258","258","0","4","2"
"","KolegjiPjeterBudi","2017-05-24","26","26","0","0","2"
"","RiinvestCollege","2017-05-24","732","748","2","30","4"
"","RITinKosovo","2017-05-24","488","492","0","8","4"
"","UniversitetiPrishtines","2017-05-24","114","114","0","9","9"
"","UniversitetiUBT","2017-05-24","204","204","2","8","8"
"","universumcollege","2017-05-24","50","50","0","12","2"
"","UGJFA","2017-05-24","0","0","0","0","0"
"","366223313437608","2017-05-24","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-24","0","0","0","0","0"
"","akademia.evolucion","2017-05-24","0","0","0","0","0"
"","kolegjidardania","2017-05-24","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-24","0","0","0","0","0"
"","kugjilani","2017-05-24","0","0","0","0","0"
"","KolegjiGlobus","2017-05-24","0","0","0","0","0"
"","universitetiiliria","2017-05-24","0","0","0","0","0"
"","kolegji.ispe","2017-05-24","0","0","0","0","0"
"","www.tempulli.org","2017-05-24","0","0","0","0","0"
"","KolegjiUniversi","2017-05-24","0","0","0","0","0"
"","Ibcmitrovica","2017-05-24","0","0","0","0","0"
"","kolegji.ispe","2017-05-23","140","140","2","12","2"
"","KolegjiGlobus","2017-05-23","72","72","0","0","4"
"","KolegjiPjeterBudi","2017-05-23","8","8","2","0","2"
"","kugjilani","2017-05-23","46","46","0","0","4"
"","RITinKosovo","2017-05-23","378","386","8","10","8"
"","universitetiiliria","2017-05-23","114","114","0","8","2"
"","UniversitetiPrishtines","2017-05-23","522","522","39","33","18"
"","UniversitetiUBT","2017-05-23","274","274","0","10","6"
"","universumcollege","2017-05-23","94","94","0","10","2"
"","www.kolegjifama.eu","2017-05-23","12","12","0","0","2"
"","UGJFA","2017-05-23","0","0","0","0","0"
"","366223313437608","2017-05-23","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-23","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-23","0","0","0","0","0"
"","akademia.evolucion","2017-05-23","0","0","0","0","0"
"","AAB.edu","2017-05-23","0","0","0","0","0"
"","kolegjibiznesi","2017-05-23","0","0","0","0","0"
"","kolegjidardania","2017-05-23","0","0","0","0","0"
"","RiinvestCollege","2017-05-23","0","0","0","0","0"
"","www.tempulli.org","2017-05-23","0","0","0","0","0"
"","KolegjiUniversi","2017-05-23","0","0","0","0","0"
"","Ibcmitrovica","2017-05-23","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-22","92","92","2","0","2"
"","kolegji.ispe","2017-05-22","764","764","8","26","6"
"","KolegjiGlobus","2017-05-22","148","148","2","0","4"
"","KolegjiPjeterBudi","2017-05-22","170","170","4","2","6"
"","RiinvestCollege","2017-05-22","138","140","0","18","4"
"","RITinKosovo","2017-05-22","52","52","0","2","2"
"","universitetiiliria","2017-05-22","274","274","6","10","4"
"","UniversitetiPrishtines","2017-05-22","282","282","33","0","15"
"","UniversitetiUBT","2017-05-22","454","470","44","8","10"
"","universumcollege","2017-05-22","1220","1262","106","40","4"
"","UGJFA","2017-05-22","0","0","0","0","0"
"","366223313437608","2017-05-22","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-22","0","0","0","0","0"
"","akademia.evolucion","2017-05-22","0","0","0","0","0"
"","AAB.edu","2017-05-22","0","0","0","0","0"
"","kolegjibiznesi","2017-05-22","0","0","0","0","0"
"","kolegjidardania","2017-05-22","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-22","0","0","0","0","0"
"","kugjilani","2017-05-22","0","0","0","0","0"
"","www.tempulli.org","2017-05-22","0","0","0","0","0"
"","KolegjiUniversi","2017-05-22","0","0","0","0","0"
"","Ibcmitrovica","2017-05-22","0","0","0","0","0"
"","KolegjiGlobus","2017-05-21","438","438","0","8","6"
"","RiinvestCollege","2017-05-21","540","540","28","16","24"
"","UniversitetiPrishtines","2017-05-21","0","0","0","0","0"
"","UGJFA","2017-05-21","0","0","0","0","0"
"","366223313437608","2017-05-21","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-21","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-21","0","0","0","0","0"
"","akademia.evolucion","2017-05-21","0","0","0","0","0"
"","AAB.edu","2017-05-21","0","0","0","0","0"
"","RITinKosovo","2017-05-21","0","0","0","0","0"
"","kolegjibiznesi","2017-05-21","0","0","0","0","0"
"","kolegjidardania","2017-05-21","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-21","0","0","0","0","0"
"","kugjilani","2017-05-21","0","0","0","0","0"
"","universitetiiliria","2017-05-21","0","0","0","0","0"
"","kolegji.ispe","2017-05-21","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-05-21","0","0","0","0","0"
"","www.tempulli.org","2017-05-21","0","0","0","0","0"
"","UniversitetiUBT","2017-05-21","0","0","0","0","0"
"","KolegjiUniversi","2017-05-21","0","0","0","0","0"
"","universumcollege","2017-05-21","0","0","0","0","0"
"","Ibcmitrovica","2017-05-21","0","0","0","0","0"
"","AAB.edu","2017-05-20","460","460","2","14","8"
"","RiinvestCollege","2017-05-20","108","108","2","0","2"
"","RITinKosovo","2017-05-20","96","98","0","0","2"
"","www.tempulli.org","2017-05-20","4","4","0","0","2"
"","UniversitetiPrishtines","2017-05-20","0","0","0","0","0"
"","UGJFA","2017-05-20","0","0","0","0","0"
"","366223313437608","2017-05-20","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-20","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-20","0","0","0","0","0"
"","akademia.evolucion","2017-05-20","0","0","0","0","0"
"","kolegjibiznesi","2017-05-20","0","0","0","0","0"
"","kolegjidardania","2017-05-20","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-20","0","0","0","0","0"
"","kugjilani","2017-05-20","0","0","0","0","0"
"","KolegjiGlobus","2017-05-20","0","0","0","0","0"
"","universitetiiliria","2017-05-20","0","0","0","0","0"
"","kolegji.ispe","2017-05-20","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-05-20","0","0","0","0","0"
"","UniversitetiUBT","2017-05-20","0","0","0","0","0"
"","KolegjiUniversi","2017-05-20","0","0","0","0","0"
"","universumcollege","2017-05-20","0","0","0","0","0"
"","Ibcmitrovica","2017-05-20","0","0","0","0","0"
"","AAB.edu","2017-05-19","390","390","0","4","8"
"","KolegjiPjeterBudi","2017-05-19","36","36","0","6","2"
"","RiinvestCollege","2017-05-19","88","88","0","2","4"
"","RITinKosovo","2017-05-19","482","486","2","0","2"
"","universitetiiliria","2017-05-19","146","146","2","18","2"
"","UniversitetiPrishtines","2017-05-19","768","774","105","27","12"
"","UniversitetiUBT","2017-05-19","506","514","20","32","6"
"","UGJFA","2017-05-19","0","0","0","0","0"
"","366223313437608","2017-05-19","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-19","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-19","0","0","0","0","0"
"","akademia.evolucion","2017-05-19","0","0","0","0","0"
"","kolegjibiznesi","2017-05-19","0","0","0","0","0"
"","kolegjidardania","2017-05-19","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-19","0","0","0","0","0"
"","kugjilani","2017-05-19","0","0","0","0","0"
"","KolegjiGlobus","2017-05-19","0","0","0","0","0"
"","kolegji.ispe","2017-05-19","0","0","0","0","0"
"","www.tempulli.org","2017-05-19","0","0","0","0","0"
"","KolegjiUniversi","2017-05-19","0","0","0","0","0"
"","universumcollege","2017-05-19","0","0","0","0","0"
"","Ibcmitrovica","2017-05-19","0","0","0","0","0"
"","AAB.edu","2017-05-18","614","614","22","20","8"
"","Ibcmitrovica","2017-05-18","104","106","0","0","6"
"","kolegjidardania","2017-05-18","68","68","0","0","2"
"","KolegjiPjeterBudi","2017-05-18","110","110","2","2","4"
"","RiinvestCollege","2017-05-18","850","852","2","60","6"
"","RITinKosovo","2017-05-18","70","70","0","2","2"
"","universitetiiliria","2017-05-18","184","184","0","4","4"
"","UniversitetiPrishtines","2017-05-18","21","21","0","0","3"
"","UniversitetiUBT","2017-05-18","562","562","20","40","12"
"","www.kolegjifama.eu","2017-05-18","8","8","0","0","2"
"","UGJFA","2017-05-18","0","0","0","0","0"
"","366223313437608","2017-05-18","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-18","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-18","0","0","0","0","0"
"","akademia.evolucion","2017-05-18","0","0","0","0","0"
"","kolegjibiznesi","2017-05-18","0","0","0","0","0"
"","kugjilani","2017-05-18","0","0","0","0","0"
"","KolegjiGlobus","2017-05-18","0","0","0","0","0"
"","kolegji.ispe","2017-05-18","0","0","0","0","0"
"","www.tempulli.org","2017-05-18","0","0","0","0","0"
"","KolegjiUniversi","2017-05-18","0","0","0","0","0"
"","universumcollege","2017-05-18","0","0","0","0","0"
"","AAB.edu","2017-05-17","130","130","0","48","2"
"","kolegji.ispe","2017-05-17","74","74","2","2","2"
"","kolegjidardania","2017-05-17","134","134","0","0","4"
"","KolegjiPjeterBudi","2017-05-17","14","14","0","0","2"
"","RITinKosovo","2017-05-17","76","78","2","4","4"
"","universitetiiliria","2017-05-17","144","144","4","8","2"
"","UniversitetiPrishtines","2017-05-17","2595","2637","39","78","9"
"","UniversitetiUBT","2017-05-17","234","234","2","18","10"
"","universumcollege","2017-05-17","164","164","2","8","8"
"","UGJFA","2017-05-17","0","0","0","0","0"
"","366223313437608","2017-05-17","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-17","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-17","0","0","0","0","0"
"","akademia.evolucion","2017-05-17","0","0","0","0","0"
"","kolegjibiznesi","2017-05-17","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-17","0","0","0","0","0"
"","kugjilani","2017-05-17","0","0","0","0","0"
"","KolegjiGlobus","2017-05-17","0","0","0","0","0"
"","RiinvestCollege","2017-05-17","0","0","0","0","0"
"","www.tempulli.org","2017-05-17","0","0","0","0","0"
"","KolegjiUniversi","2017-05-17","0","0","0","0","0"
"","Ibcmitrovica","2017-05-17","0","0","0","0","0"
"","AAB.edu","2017-05-16","842","842","16","56","14"
"","kolegji.ispe","2017-05-16","86","86","0","12","2"
"","KolegjiGlobus","2017-05-16","12","12","0","0","2"
"","KolegjiUniversi","2017-05-16","82","82","6","4","2"
"","RiinvestCollege","2017-05-16","164","164","0","4","6"
"","RITinKosovo","2017-05-16","1150","1182","14","18","6"
"","UniversitetiPrishtines","2017-05-16","183","183","3","9","12"
"","UniversitetiUBT","2017-05-16","424","424","10","8","12"
"","universumcollege","2017-05-16","360","360","36","56","6"
"","www.kolegjifama.eu","2017-05-16","78","82","4","2","2"
"","www.tempulli.org","2017-05-16","96","96","2","0","2"
"","UGJFA","2017-05-16","0","0","0","0","0"
"","366223313437608","2017-05-16","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-16","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-16","0","0","0","0","0"
"","akademia.evolucion","2017-05-16","0","0","0","0","0"
"","kolegjibiznesi","2017-05-16","0","0","0","0","0"
"","kolegjidardania","2017-05-16","0","0","0","0","0"
"","kugjilani","2017-05-16","0","0","0","0","0"
"","universitetiiliria","2017-05-16","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-05-16","0","0","0","0","0"
"","Ibcmitrovica","2017-05-16","0","0","0","0","0"
"","Ibcmitrovica","2017-05-15","34","34","0","8","4"
"","kolegji.ispe","2017-05-15","82","82","0","24","2"
"","kolegjibiznesi","2017-05-15","80","80","0","4","2"
"","KolegjiGlobus","2017-05-15","106","106","0","4","2"
"","KolegjiPjeterBudi","2017-05-15","20","20","0","0","2"
"","RiinvestCollege","2017-05-15","38","38","0","2","2"
"","RITinKosovo","2017-05-15","1080","1110","14","18","4"
"","UniversitetiPrishtines","2017-05-15","912","927","6","12","9"
"","UniversitetiUBT","2017-05-15","284","334","42","20","6"
"","universumcollege","2017-05-15","116","116","0","2","4"
"","UGJFA","2017-05-15","0","0","0","0","0"
"","366223313437608","2017-05-15","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-15","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-15","0","0","0","0","0"
"","akademia.evolucion","2017-05-15","0","0","0","0","0"
"","AAB.edu","2017-05-15","0","0","0","0","0"
"","kolegjidardania","2017-05-15","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-15","0","0","0","0","0"
"","kugjilani","2017-05-15","0","0","0","0","0"
"","universitetiiliria","2017-05-15","0","0","0","0","0"
"","www.tempulli.org","2017-05-15","0","0","0","0","0"
"","KolegjiUniversi","2017-05-15","0","0","0","0","0"
"","UniversitetiPrishtines","2017-05-14","0","0","0","0","0"
"","UGJFA","2017-05-14","0","0","0","0","0"
"","366223313437608","2017-05-14","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-14","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-14","0","0","0","0","0"
"","akademia.evolucion","2017-05-14","0","0","0","0","0"
"","AAB.edu","2017-05-14","0","0","0","0","0"
"","RITinKosovo","2017-05-14","0","0","0","0","0"
"","kolegjibiznesi","2017-05-14","0","0","0","0","0"
"","kolegjidardania","2017-05-14","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-14","0","0","0","0","0"
"","kugjilani","2017-05-14","0","0","0","0","0"
"","KolegjiGlobus","2017-05-14","0","0","0","0","0"
"","universitetiiliria","2017-05-14","0","0","0","0","0"
"","kolegji.ispe","2017-05-14","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-05-14","0","0","0","0","0"
"","RiinvestCollege","2017-05-14","0","0","0","0","0"
"","www.tempulli.org","2017-05-14","0","0","0","0","0"
"","UniversitetiUBT","2017-05-14","0","0","0","0","0"
"","KolegjiUniversi","2017-05-14","0","0","0","0","0"
